id_PEP,kids_actual,kids_expected,wife_actual,wife_expected,total_property_assets,total_property_assets_divide_income,sum_income,am_avto,am_avto_without_price,am_real_estate,am_real_estate_without_price,am_land,am_land_without_price,no_real_estate_adress,no_real_estate_region,sum_act_property_cash,sum_act_property_cash_divide_sum_prev_property_cash,sum_prev_property_cash,sum_act_sale_property,sum_prev_sale_property,sum_income_divide_sum_act_property_minus_sum_prev_property,sum_taken_teaching_dopwork,sum_taken_teaching_dopwork_divide_sum_income,sum_royalty,sum_royalty_divide_sum_income,sum_income_assets,sum_spending,sum_present,sum_prize,am_car2013_less150,am_lux_car,sum_cash,sum_cash_assets,sum_prev_cash_assets,sum_cash_min_year,sum_cash_min_year_divide_sum_income_min_year,sum_income_min_year,sum_spending_divide_sum_income,am_company_noBeneficInform,am_company,sum_money_spending,sum_crypto,am_live_property_rent_300more
46267,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46268,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46300,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46433,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
46434,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,2264537.2,,,,,,,,,,,
46435,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439,,,,,,,,,,,,,,,,,,,,,,,,,,,,581418.0,,,,,,,,,,,,,,,
46440,1.0,1.0,0.0,1.0,,,,6.0,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46443,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46444,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46445,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46447,1.0,2.0,0.0,0.0,,,,,,,,1.0,1.0,,,3473729.16,7.1369,486729.04,,,,,,,,,,,,,,3018479.16,3740471.4844,801955.04,,,,,,,,,
46448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563102.4,7.0747,79594.0,,,,,,
46450,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46451,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
46453,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000.0,,,,,,,,,,,,,,,
46454,,,,,4247883.4,10.6955,397166.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2883986.4,,,,,,,,,,,
46456,0.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
46457,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46458,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1967171.0704,,,,,,,,,,,
46460,,,,,,,258507.0,,,,,,,,,,,,,,,,,,,438507.0,500017.0,,,,,,,,,,,193.4249,,,,,
46461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
46462,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,3953000.0,,,,,,,,,,,
46463,0.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2754532.76,2806937.86,2178061.76,,,,,,,,,
46464,0.0,1.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,2932486.32,,,,,,,,,,,
46466,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46468,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46469,,,,,,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46470,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2979607.6,,,,,,,,,,,
46471,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46474,,,,,,,,,,,,,,,,3380586.0,7.5324,448804.0,,,,,,,,,,,,,,,487561.0,327520.0,,,,,,,,,
46475,,,,,9931114.4,32.4362,306174.0,,,,,,,,,,,,,,,,,,,,,,,,,9443750.4,,,9428750.4,35.606,264808.0,,,,,,
46476,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
46480,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46483,,,,,,,357100.0,,,,,,,,,,,,,,,244505.0,68.4696,,,,,,,,,,,,,,,,1.0,,,,
46485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260480.0,2260480.0,1996218.6,,,,,,,,,
46486,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
46488,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46489,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46490,,,,,,,239483.0,,,,,,,,,,,,,,,95824.0,40.0129,,,,,,,,,,,,,,,,,,,,
46491,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46492,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46493,,,,,,,,,,,,,,,,,,,,,,,,,,,,152451.0,,,,,,,,,,,,,,,
46495,,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46496,,,,,852154.4,11.2044,76055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,910476.4,63.7232,14288.0,,,,,,
46497,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384366.0,100925.0,,,,,,,,,
46498,,,,,26970073.0,10.159,2654806.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3997240.0,,,,,,,4.0,4.0,2758300.0,,
46502,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46503,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46505,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46506,,,,,,,,2.0,1.0,2.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46507,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,366314.8,14.201,25795.0,,1.0,1.0,577005.0,,
46508,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46509,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,100000.0,,,,,292131.2,287480.4,,,,,,,,,
46510,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2483437.6,2483437.6,2368155.6,2204969.6,13.512,163186.0,,,,,,
46511,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46512,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46515,,,,,3620140.4,21.1783,170936.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1670690.4,,,1670690.4,9.7738,170936.0,,,,,,
46516,2.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,10185056.5,,,8785056.5,5.2698,1667063.0,,1.0,,,,
46517,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46518,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46519,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
46520,,,,,4580814.56,364.8598,12555.0,,,,,,,,,,,,,,,,,,,,,,,,,3781182.56,,,3994722.96,160.1733,24940.0,,,,,,
46522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861224.0,,,,,,,,,,800.0,
46523,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46524,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46525,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46527,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46528,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46529,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46531,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1850000.0,1850000.0,1546604.0,1500000.0,32.1861,46604.0,,,,,,
46532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749754.28,,,,,,,,,,,
46571,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46613,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46654,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
46673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789759.82,719642.28,,,,,,,,,
46674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789759.82,719642.28,,,,,,,,,
46678,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46691,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366978.0,26.1432,90539.0,,,,,,
46703,,,,,,,,,,,,,,,,,,,,,,,,,,,,152451.0,,,,,,,,,,,,,,,
46739,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46754,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46769,,,,,6039516.4,10.4221,579490.0,,,,,,,,,,,,,,,,,,,,,300065.0,,,,,,,,,,,,,,,
46790,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000.0,,,,,,,,,,,,,,,
46795,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46796,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46797,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341894.8,7.7440999999999995,44149.0,,,,,,
46799,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46800,1.0,2.0,1.0,1.0,,,,,,,,,,,,1118115.0,40.5835,27551.0,,,,,,,,,,,,,,,,,,,,,,,,,
46803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565851.0,10.5371,148603.0,,,,,,
46804,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46805,,,,,,,1409019.0,,,1.0,1.0,,,,,,,,,,,613902.0,43.5695,,,,,,,,,,1813559.224,1354845.0,,,,,,,,,
46809,,,,,,,,,,1.0,1.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46810,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46811,,,,,,,,,,12.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46819,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46820,,,,,,,,,,,,,,,,129800.0,8.5171,15240.0,,,,,,,,,,,,,,,,,,,,,,,,,
46823,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46824,,,,,,,101135.0,,,,,,,,,,,,,,,46500.0,45.9781,,,,,,,,,,,,,,,,,,,,
46825,,,,,935275.5404,12.608,74181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,556422.0,21.9713,25325.0,,,,,,
46826,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,810000.0,,,,1651574.0,,,,,,,,,,,
46828,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46829,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46830,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46832,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,696170.0,17.8359,39032.0,,,,,,
46833,,,,,,,,,,,,,,,,1451220.0,29.182,49730.0,,,,,,,,,,,,,,,1401490.0,271149.0,,,,,,,,,
46834,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46835,,,,,,,76638.0,,,,,,,,,,,,,,,26691.0,34.8274,,,,,,,,,,,,,,,,,,,,
46836,,,,,,,216800.0,1.0,1.0,,,,,,,418829.0,5235.3625,80.0,,,,,,,,,418829.0,,,,,,,,,,,193.1868,,,,,
46838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863955.3532,1645054.382,,,,,,,,,
46840,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
46842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656936.0,239840.0,,,,,,,,,
46843,,,,,,,85583.0,,,,,,,,,,,,,,,63221.0,73.871,,,,,,,,,,,,471056.04,7.8393,60089.0,,,,,,
46845,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333938.0,9.5847,139174.0,,,2.0,177135161.0,,
46848,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
46850,,,,,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46853,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
46855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156791.2,6.2038,186464.0,,,,,,
46856,1.0,2.0,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46857,,,,,6359296.0,55.9915,113576.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,6126296.0,,,6126296.0,109.0088,56200.0,,1.0,,,,
46858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3668819.6,,,,,,,,,,,
46859,0.0,1.0,1.0,1.0,,,,,,,,,,,,1568400.0,5.2237,300245.0,,,,,,,,,,,,,,,,,,,,,,,,,
46860,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46868,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,696170.0,17.8359,39032.0,,,,,,
46911,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46948,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46987,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46993,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250952.0084,344836.4,,,,,,,,,
47015,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47018,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47021,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47022,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47026,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47028,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47029,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47031,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
47032,0.0,1.0,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47033,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346666.96,1323392.96,,,,,,,,,
47038,,,,,1888659.8,13.0755,144443.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1878304.8,,,2193617.96,21.6681,101237.0,,1.0,2.0,2329114871.0,,
47039,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47040,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47041,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47042,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1742340.0,,,2712180.5,6.5323,415197.0,,1.0,2.0,480825.0,,
47044,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47045,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47050,,,,,,,,,,,,1.0,1.0,,,297462.0,6.6241,44906.0,,,,,,,,,,,,,,,,,,,,,,,,,
47051,,,,,,,605406.0,,,,,,,,,,,,,,,,,,,,468289.0,200000.0,,,,,,,,,,77.3512,,,,,
47052,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,1930054.048,,,1604155.544,11.1818,143461.0,,,,,,
47053,,,,,8784220.6576,18.0719,486071.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
47054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15492738.4,,,14285408.4,5.8164,2456056.0,,,,,,
47055,,,,,25473031.7744,20.0148,1272707.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,10981391.0,19026784.7744,15524289.7352,5853830.6,5.3982,1084403.0,,,,,,
47057,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784680.0,,,,,,,,,,,
47100,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47129,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47146,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
47178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660216.0,,,,,,,,,,,
47179,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47182,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47184,,,,,,,,,,,,,,,,,,,,,,,,,,,,302000.0,,,,,1482000.0,948418.0,,,,,,,,,
47185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
47186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620084.0,,,,,,,,,,,
47189,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47190,,,,,509012.0,10.0595,50600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47193,,,,,,,,,,,,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570175.0,,,2758122.4,13.145199999999999,209820.0,,,,,,
47196,,,,,3120602.1,28.8211,108275.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2784680.0,25.7186,108275.0,,,,,,
47197,,,,,9662839.6,216.9572,44538.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,250000.0,,,,,9662839.6,,,9662839.6,216.9572,44538.0,561.3184,,,,,
47199,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47234,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
47235,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,1169565.6,19.3977,60294.0,,,,,,
47236,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47238,,,,,4983210.0,16.3722,304370.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1570240.0,51.2213,30656.0,,,,,,
47239,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47240,,,,,,,,,,,,1.0,1.0,,,1141188.0,23.7748,48000.0,,,,,,,,,,,,,,,491288.0,198020.0,,,,,,,,,
47241,0.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47242,0.0,1.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47244,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47245,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
47290,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47291,,,,,4507926.256,50.6133,89066.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2845785.256,,,,,,,,,,,
47294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784680.0,,,2784680.0,70.9165,39267.0,,,,,,
47295,,,,,,,,,,,,,,,,,,,,,,,,,,,,401266.0,,,,,,,,,,,,,,,
47296,,,,,,,,2.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47298,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,292774.4,227561.0,,,,,,,,,
47302,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
47303,,,,,,,,,,2.0,1.0,3.0,1.0,,,978929.0,11.8044,82929.0,,,,,,,,,,,,,,,,,,,,,,,,,
47304,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654399.8,63.1051,10370.0,,,,,,
47308,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47309,0.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47310,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,7976372.0,8009863.0,3449733.8,,,,,,,,,
47312,,,,,2768727.2,55.0355,50308.0,,,,,,,,,,,,,,,,,,,,,,,,,1503727.2,,,1503727.2,29.8904,50308.0,,,,,,
47313,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940000.0,,,1.0,12757345.6,,,,,,,29.0,,,,
47314,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47315,1.0,2.0,1.0,1.0,,,264481.0,,,,,,,,,,,,,,,94039.0,35.5561,,,,,,,,,,,,,,,,,,,,
47316,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47317,,,,,,,,,,,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47318,,,,,26700000.0,91.0924,293109.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,26700000.0,,,28700000.0,272.3684,105372.0,,,,,,
47319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11169172.62,,,12101412.3,66.9137,180851.0,,,,,,
47320,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47321,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47322,,,,,,,,,,,,,,,,55000.0,528.8462,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
47323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13121880.0,,,18267649.6,7.9406,2300530.0,,,,,,
47324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812768.8,,,2812768.8,18.5661,151500.0,,,,,,
47325,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47328,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47341,,,,,,,,,,,,,,,,1238777.2,5.9166,209374.0,,,,,,,,,,,,,,,994424.856,934196.3276,,,,,,,,,
47395,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
47415,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47416,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47417,,,,,,,,,,1.0,1.0,,,,,266201.0,14788.9444,18.0,,,,,,,,,,266201.0,,,,,,,,,,,,,,,
47427,0.0,1.0,0.0,0.0,,,,,,,,,,,,593427.0,14.8105,40068.0,,,,,,,,,,,,,,,,,,,,,,,,,
47428,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47431,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47439,1.0,2.0,0.0,0.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
